label,question,sentence
1,Who declared the Partnership Action Plan against Terrorism?,"On 22 November 2002, the member states of the Euro-Atlantic Partnership Council (EAPC) decided on a Partnership Action Plan against Terrorism, which explicitly states, ""EAPC States are committed to the protection and promotion of fundamental freedoms and human rights, as well as the rule of law, in combating terrorism."
0,How long is Portugal's total road network?,"Opened in 1944, the first motorway (which linked Lisbon to the National Stadium) was an innovative project that made Portugal among one of the first countries in the world to establish a motorway (this roadway eventually became the Lisbon-Cascais highway, or A5)."
1,Whee these new inhabitants welcomed ?,"Waves of emigration followed the Turkish invasion of Cyprus in 1974, while the population decreased between mid-1974 and 1977 as a result of emigration, war losses, and a temporary decline in fertility."
1,When was the St. Bartholomew's Day massacre?,"Atrocity and outrage became the defining characteristics of the time, illustrated at their most intense in the St. Bartholomew's Day massacre of August 1572, when the Roman Catholic party annihilated between 30,000 and 100,000 Huguenots across France."
1,In what period did Islamic armies conquer Syria?,"After his death, Islamic forces conquered much of the Eastern Empire and Persia, starting with Syria in 634–635 and reaching Egypt in 640–641, Persia between 637 and 642, North Africa in the later 7th century, and the Iberian Peninsula in 711."
0,Who was governor of Maryland in January 2015?,"While the bill repealing capital punishment in Connecticut was not retroactive, the Connecticut Supreme Court ruled in 2015 in State v. Santiago that the legislature's decision to prospectively abolish capital punishment rendered it an offense to ""evolving standards of decency,"" thus commuting the sentences of the 11 men remaining on death row to life in prison without parole."
1,Which municipality is this in?,"The oldest attestation of human presence in Galicia has been found in the Eirós Cave, in the municipality of Triacastela, which has preserved animal remains and Neanderthal stone objects from the Middle Paleolithic."
1,What company owns XHDTV-TV and XHAS-TV?,"As a whole, the Mexico side of the San Diego-Tijuana market has two duopolies and one triopoly (Entravision Communications owns both XHAS-TV and XHDTV-TV, Azteca owns XHJK-TV and XHTIT-TV, and Grupo Televisa owns XHUAA-TV and XHWT-TV along with being the license holder for XETV-TV, which is run by California-based subsidiary Bay City Television)."
0,When did Pan-Slavism develop as a movement?,"Pan-Slavism became compromised when the Russian Empire started to use it as an ideology justifying its territorial conquests in Central Europe as well as subjugation of other ethnic groups of Slavic origins such as Poles and Ukrainians, and the ideology became associated with Russian imperialism."
0,Why did Roncalli leave Venice?,"Following the death of Pope Pius XII on 9 October 1958, Roncalli watched the live funeral on his last full day in Venice on 11 October."
1,How many seasons were the CityHawks in New York?,"There are a number of franchises which existed in the form of a number of largely-unrelated teams under numerous management groups until they folded (an example is the New York CityHawks whose owners transferred the team from New York to Hartford to become the New England Sea Wolves after two seasons, then after another two seasons were sold and became the Toronto Phantoms, who lasted another two seasons until folding)."
1,Where is Glatz,"Despite this, the Austrians, under the command of General Laudon, captured Glatz (now Kłodzko, Poland) in Silesia."
0,What is a Polistes versicolor?,"There is a pronounced tendency for there to be a trade-off between visual acuity and chemical or tactile acuity, such that most insects with well-developed eyes have reduced or simple antennae, and vice versa."
0,Tamudic schools are known as what?,"In practice, the emphasis on strictness has resulted in the rise of ""homogeneous enclaves"" with other haredi Jews that are less likely to be threatened by assimilation and intermarriage, or even to interact with other Jews who do not share their doctrines."
1,When does 'The Kidnapping of Edgardo Mortara' take place?,"The book follows the true story of a young Jewish boy in 1858 Italy who was secretly baptized by a family servant and then kidnapped from his family by the Papal States, where he was raised and trained as a priest, causing international outrage and becoming a media sensation."
